15;3;323;arrival;paraiso_dr_0_12;4156;227;2825
15;3;323;arrival;paraiso_dr_0_16;4156;227;2825
15;3;323;arrival;paraiso_dr_0_11;4156;227;2825
15;3;323;arrival;paraiso_dr_0_1;4156;227;2825
15;3;323;arrival;paraiso_dr_0_14;4156;227;2825
15;3;323;arrival;paraiso_dr_0_13;4156;227;2825
15;3;323;arrival;paraiso_dr_0_7;4156;227;2825
15;3;323;arrival;paraiso_dr_0_3;4156;227;2825
15;3;323;arrival;paraiso_dr_0_8;4156;227;2825
15;3;323;arrival;paraiso_dr_0_2;4156;227;2825
15;3;323;arrival;paraiso_dr_0_10;4156;227;2825
15;3;323;arrival;paraiso_dr_0_4;4156;227;2825
15;3;323;arrival;paraiso_dr_0_15;4156;227;2825
15;3;323;arrival;paraiso_dr_0_9;4156;227;2825
15;3;323;arrival;paraiso_dr_0_17;4156;227;2825
15;3;323;arrival;paraiso_dr_0_5;4156;227;2825
15;3;323;arrival;paraiso_dr_0_6;4156;227;2825
15;3;326;arrival;paraiso_regular_0_1;4156;229;2825
15;3;329;arrival;consolacao_dr_0_15;7316;233;2866
15;3;329;arrival;consolacao_dr_0_11;7316;233;2866
15;3;329;arrival;consolacao_dr_0_1;7316;233;2866
15;3;329;arrival;consolacao_dr_0_13;7316;233;2866
15;3;329;arrival;consolacao_dr_0_10;7316;233;2866
15;3;329;arrival;consolacao_dr_0_17;7316;233;2866
15;3;329;arrival;consolacao_dr_0_3;7316;233;2866
15;3;329;arrival;consolacao_dr_0_18;7316;233;2866
15;3;329;arrival;consolacao_dr_0_12;7316;233;2866
15;3;329;arrival;consolacao_dr_0_2;7316;233;2866
15;3;329;arrival;consolacao_dr_0_20;7316;233;2866
15;3;329;arrival;consolacao_dr_0_14;7316;233;2866
15;3;329;arrival;consolacao_dr_0_8;7316;233;2866
15;3;329;arrival;consolacao_dr_0_16;7316;233;2866
15;3;329;arrival;consolacao_dr_0_21;7316;233;2866
15;3;329;arrival;consolacao_dr_0_22;7316;233;2866
15;3;329;arrival;consolacao_dr_0_19;7316;233;2866
15;3;329;arrival;consolacao_dr_0_4;7316;233;2866
15;3;329;arrival;consolacao_dr_0_23;7316;233;2866
15;3;329;arrival;consolacao_dr_0_6;7316;233;2866
15;3;329;arrival;consolacao_dr_0_5;7316;233;2866
15;3;329;arrival;consolacao_regular0_1;7316;233;2866
15;3;329;arrival;consolacao_dr_0_9;7316;233;2866
15;3;329;arrival;consolacao_dr_0_7;7316;233;2866
15;3;331;arrival;consolacao_regular3_1;7316;234;2866
15;3;333;arrival;consolacao_regular1_1;7316;236;2866
15;3;336;arrival;consolacao_regular2_1;7316;239;2866
15;3;338;arrival;consolacao_regular4_1;7316;238;2866
15;3;339;arrival;consolacao_regular5_1;7316;238;2866
15;3;339;arrival;paraiso_regular_1_1;4156;241;2825
15;3;343;arrival;consolacao_regular8_1;7316;237;2866
15;3;351;arrival;consolacao_regular7_1;7316;248;2866
15;3;353;arrival;consolacao_regular6_1;7316;250;2866
15;3;355;arrival;paraiso_regular_2_1;4156;255;2825
15;3;356;arrival;consolacao_regular9_1;7316;248;2866
15;3;358;arrival;paraiso_regular_3_1;4156;258;2825
15;3;358;arrival;consolacao_regular10_1;7316;248;2866
15;3;360;arrival;consolacao_regular11_1;7316;250;2866
15;3;362;arrival;consolacao_regular12_1;7316;251;2866
15;3;362;arrival;paraiso_regular_4_1;4156;261;2825
15;3;363;arrival;consolacao_regular13_1;7316;251;2866
15;3;365;arrival;consolacao_regular14_1;7316;252;2866
15;3;365;arrival;paraiso_regular_5_1;4156;263;2825
15;3;368;arrival;consolacao_regular16_1;7316;253;2866
15;3;368;arrival;consolacao_regular15_1;7316;253;2866
15;3;369;arrival;paraiso_regular_6_1;4156;257;2825
15;3;371;arrival;consolacao_regular17_1;7316;254;2866
15;3;371;arrival;consolacao_regular18_1;7316;250;2866
15;3;373;arrival;paraiso_regular_7_1;4156;260;2825
15;3;374;arrival;consolacao_regular19_1;7316;252;2866
15;3;374;arrival;consolacao_regular20_1;7316;252;2866
15;3;377;arrival;paraiso_regular_8_1;4156;263;2825
15;3;377;arrival;consolacao_regular21_1;7316;254;2866
15;3;380;arrival;paraiso_regular_9_1;4156;262;2825
15;3;381;arrival;consolacao_regular24_1;7316;256;2866
15;3;385;arrival;paraiso_regular_10_1;4156;260;2825
15;3;387;arrival;paraiso_regular_12_1;4156;256;2825
15;3;389;arrival;consolacao_regular23_1;7316;265;2866
15;3;392;arrival;paraiso_regular_11_1;4156;261;2825
15;3;392;arrival;consolacao_regular22_1;7316;268;2866
