12;54;261;arrival;consolacao_regular0_1;7316;233;2866
12;54;263;arrival;consolacao_regular1_1;7316;235;2866
12;54;265;arrival;consolacao_regular2_1;7316;237;2866
12;54;268;arrival;consolacao_regular3_1;7316;237;2866
12;54;269;arrival;consolacao_regular4_1;7316;237;2866
12;54;271;arrival;consolacao_regular5_1;7316;237;2866
12;54;275;arrival;consolacao_regular10_1;7316;237;2866
12;54;282;arrival;consolacao_regular6_1;7316;248;2866
12;54;285;arrival;consolacao_regular7_1;7316;250;2866
12;54;287;arrival;consolacao_regular8_1;7316;249;2866
12;54;289;arrival;consolacao_regular9_1;7316;251;2866
12;54;291;arrival;consolacao_regular13_1;7316;251;2866
12;54;294;arrival;consolacao_regular11_1;7316;256;2866
12;54;295;arrival;consolacao_regular15_1;7316;255;2866
12;54;297;arrival;consolacao_regular16_1;7316;256;2866
12;54;301;arrival;consolacao_regular18_1;7316;259;2866
12;54;302;arrival;consolacao_regular14_1;7316;262;2866
12;54;309;arrival;consolacao_regular23_1;7316;264;2866
12;54;309;arrival;consolacao_regular12_1;7316;270;2866
12;54;315;arrival;consolacao_regular20_1;7316;271;2866
12;54;317;arrival;consolacao_regular22_1;7316;272;2866
12;54;322;arrival;consolacao_regular19_1;7316;278;2866
12;54;322;arrival;consolacao_regular17_1;7316;280;2866
12;54;324;arrival;consolacao_regular27_1;7316;275;2866
12;54;325;arrival;paraiso_regular_0_1;4156;229;2825
12;54;329;arrival;consolacao_regular26_1;7316;280;2866
12;54;330;arrival;consolacao_regular24_1;7316;284;2866
12;54;337;arrival;consolacao_regular21_1;7316;293;2866
12;54;337;arrival;paraiso_regular_1_1;4156;241;2825
12;54;343;arrival;consolacao_regular28_1;7316;291;2866
12;54;344;arrival;consolacao_regular31_1;7316;289;2866
12;54;346;arrival;consolacao_regular29_1;7316;294;2866
12;54;347;arrival;consolacao_regular30_1;7316;294;2866
12;54;348;arrival;consolacao_regular25_1;7316;300;2866
12;54;351;arrival;consolacao_regular32_1;7316;294;2866
12;54;352;arrival;consolacao_regular34_1;7316;291;2866
12;54;353;arrival;consolacao_regular35_1;7316;290;2866
12;54;353;arrival;paraiso_regular_2_1;4156;255;2825
12;54;355;arrival;consolacao_regular36_1;7316;290;2866
12;54;356;arrival;paraiso_regular_3_1;4156;257;2825
12;54;356;arrival;consolacao_regular33_1;7316;295;2866
